playtime target_pos(x) target_pos(y) target_pos(z) current_pos(x) current_pos(y) current_pos(z) q_desired_1 q_desired_2 q_desired_3 q_desired_4 q_desired_5 q_desired_6 q_desired_7
10.104 0.25 0.28 0.65 0.554086 0.000576097 0.623686  0.00158684 -0.00514265  0.00160354    -1.57677 -7.3339e-05     1.56896    0.788482
10.105 0.25 0.28 0.65 0.554072 0.00058929 0.623687   0.00161169  -0.00523585   0.00162888     -1.57688 -7.34167e-05      1.56895      0.78853
10.106 0.25 0.28 0.65 0.554058 0.000602647 0.623687   0.00163669  -0.00532968    0.0016544     -1.57698 -7.34875e-05      1.56894     0.788577
10.107 0.25 0.28 0.65 0.554043 0.000616169 0.623688   0.00166185  -0.00542413   0.00168007     -1.57708 -7.35512e-05      1.56894     0.788626
10.108 0.25 0.28 0.65 0.554029 0.000629855 0.623688   0.00168717   -0.0055192   0.00170592     -1.57718 -7.36079e-05      1.56893     0.788674
10.109 0.25 0.28 0.65 0.554014 0.000643706 0.623688   0.00171265   -0.0056149   0.00173194     -1.57729 -7.36573e-05      1.56893     0.788723
10.11 0.25 0.28 0.65 0.553999 0.000657722 0.623689   0.00173828  -0.00571121   0.00175812     -1.57739 -7.36994e-05      1.56892     0.788772
10.111 0.25 0.28 0.65 0.553983 0.000671903 0.62369   0.00176407  -0.00580813   0.00178447      -1.5775 -7.37342e-05      1.56891     0.788821
10.112 0.25 0.28 0.65 0.553968 0.000686249 0.62369   0.00179002  -0.00590567   0.00181099      -1.5776 -7.37614e-05      1.56891     0.788871
10.113 0.25 0.28 0.65 0.553952 0.000700761 0.623691  0.00181613 -0.00600382  0.00183767    -1.57771 -7.3781e-05      1.5689    0.788921
10.114 0.25 0.28 0.65 0.553937 0.000715438 0.623691   0.00184239  -0.00610258   0.00186452     -1.57782 -7.37929e-05       1.5689     0.788971
10.115 0.25 0.28 0.65 0.553921 0.000730281 0.623692   0.0018688 -0.00620196  0.00189154    -1.57792 -7.3797e-05     1.56889    0.789022
10.116 0.25 0.28 0.65 0.553905 0.000745289 0.623693   0.00189537  -0.00630194   0.00191872     -1.57803 -7.37932e-05      1.56889     0.789073
